status, species, listing name, link, spcode
E,"Amphipod, diminutive","Gammarus hyalleloides",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K020,K020
E,"Amphipod, Noel's","Gammarus desperatus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K023,K023
E,"Bat, Mexican long-nosed","Leptonycteris nivalis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0AE,A0AE
T,"Chub, Chihuahua","Gila nigrescens",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E028,E028
E,"Chub, Gila","Gila intermedia",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E02P,E02P
T,"Cuckoo, yellow-billed","Coccyzus americanus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B06R,B06R
E,"Ferret, black-footed","Mustela nigripes",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A004,A004
E,"Flycatcher, southwestern willow","Empidonax traillii extimus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B094,B094
T,"Frog, Chiricahua leopard","Rana chiricahuensis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=D02F,D02F
E,"Gambusia, Pecos","Gambusia nobilis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E00V,E00V
T,"gartersnake, narrow-headed","Thamnophis rufipunctatus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=C051,C051
T,"gartersnake, northern Mexican","Thamnophis eques megalops",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=C04Q,C04Q
E,"Hornshell, Texas","Popenaias popeii",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F02M,F02M
E,"Isopod, Socorro","Thermosphaeroma thermophilus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K01Y,K01Y
E,"Jaguar","Panthera onca",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A040,A040
T,"Lynx, Canada","Lynx canadensis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A073,A073
E,"Minnow, loach","Tiaroga cobitis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E03X,E03X
E,"Minnow, Rio Grande Silvery","Hybognathus amarus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E07I,E07I
E,"Mouse, New Mexico meadow jumping","Zapus hudsonius luteus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0BX,A0BX
T,"Owl, Mexican spotted","Strix occidentalis lucida",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B074,B074
E,"Pikeminnow (=squawfish), Colorado","Ptychocheilus lucius",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E006,E006
T,"Plover, piping","Charadrius melodus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B079,B079
T,"Rattlesnake, New Mexican ridge-nosed","Crotalus willardi obscurus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=C01S,C01S
E,"Salamander, Jemez Mountains","Plethodon neomexicanus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=D019,D019
T,"Shiner, Arkansas River","Notropis girardi",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E05X,E05X
T,"Shiner, beautiful","Cyprinella formosa",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E04B,E04B
T,"Shiner, Pecos bluntnose","Notropis simus pecosensis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E04F,E04F
E,"Snail, Pecos assiminea","Assiminea pecos",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G03K,G03K
E,"Spikedace","Meda fulgida",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E05J,E05J
E,"Springsnail, Alamosa","Tryonia alamosae",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G03Q,G03Q
E,"Springsnail, Chupadera","Pyrgulopsis chupaderae",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G03S,G03S
E,"Springsnail, Koster's","Juturnia kosteri",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G04C,G04C
E,"Springsnail, Roswell","Pyrgulopsis roswellensis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G03T,G03T
E,"Springsnail, Socorro","Pyrgulopsis neomexicana",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G05P,G05P
E,"Sucker, razorback","Xyrauchen texanus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E054,E054
E,"Sucker, Zuni bluehead","Catostomus discobolus yarrowi",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E063,E063
E,"Tern, least","Sterna antillarum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B07N,B07N
E,"Topminnow, Gila (incl. Yaqui)","Poeciliopsis occidentalis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E00C,E00C
T,"Trout, Gila","Oncorhynchus gilae",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E00E,E00E
E,"Wolf, Mexican","Canis lupus baileyi",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A00E,A00E
