status, species, listing name, link, spcode
E,"Albatross, short-tailed","Phoebastria (=Diomedea) albatrus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B00Y,B00Y
T,"Bear, grizzly","Ursus arctos horribilis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A001,A001
T,"Butterfly, Oregon silverspot","Speyeria zerene hippolyta",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I01A,I01A
E,"Caribou, Woodland","Rangifer tarandus caribou",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A088,A088
E,"Checkerspot, Taylor's (=whulge)","Euphydryas editha taylori",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0T6,I0T6
T,"Cuckoo, yellow-billed","Coccyzus americanus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B06R,B06R
T,"Deer, Columbian white-tailed","Odocoileus virginianus leucurus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A002,A002
T,"Frog, Oregon spotted","Rana pretiosa",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=D02A,D02A
T,"Horned lark, streaked","Eremophila alpestris strigata",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0B3,B0B3
T,"Lynx, Canada","Lynx canadensis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A073,A073
T,"Murrelet, marbled","Brachyramphus marmoratus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B08C,B08C
T,"Owl, northern spotted","Strix occidentalis caurina",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B08B,B08B
T,"Plover, western snowy","Charadrius nivosus nivosus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B07C,B07C
T,"Pocket gopher, Olympia","Thomomys mazama pugetensis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0IE,A0IE
T,"Pocket gopher, Roy Prairie","Thomomys mazama glacialis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0CP,A0CP
T,"Pocket gopher, Tenino","Thomomys mazama tumuli",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0IF,A0IF
T,"Pocket gopher, Yelm","Thomomys mazama yelmensis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0IG,A0IG
E,"Rabbit, Columbia Basin Pygmy","Brachylagus idahoensis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0GG,A0GG
T,"Salmon, Chinook","Oncorhynchus (=Salmo) tshawytscha",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E06D,E06D
T,"Salmon, Chinook","Oncorhynchus (=Salmo) tshawytscha",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E06D,E06D
T,"Salmon, Chinook","Oncorhynchus (=Salmo) tshawytscha",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E06D,E06D
T,"Salmon, Chinook","Oncorhynchus (=Salmo) tshawytscha",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E06D,E06D
E,"Salmon, Chinook","Oncorhynchus (=Salmo) tshawytscha",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E06D,E06D
T,"Salmon, chum","Oncorhynchus keta",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E09Q,E09Q
T,"Salmon, chum","Oncorhynchus keta",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E09Q,E09Q
T,"Salmon, sockeye","Oncorhynchus (=Salmo) nerka",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E06Y,E06Y
E,"Salmon, sockeye","Oncorhynchus (=Salmo) nerka",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E06Y,E06Y
E,"Sea turtle, leatherback","Dermochelys coriacea",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=C00F,C00F
T,"Steelhead","Oncorhynchus (=Salmo) mykiss",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E08D,E08D
T,"Steelhead","Oncorhynchus (=Salmo) mykiss",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E08D,E08D
T,"Steelhead","Oncorhynchus (=Salmo) mykiss",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E08D,E08D
T,"Steelhead","Oncorhynchus (=Salmo) mykiss",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E08D,E08D
T,"Steelhead","Oncorhynchus (=Salmo) mykiss",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E08D,E08D
T,"Trout, bull","Salvelinus confluentus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E065,E065
E,"Whale, killer","Orcinus orca",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0IL,A0IL
E,"Wolf, gray","Canis lupus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A00D,A00D
