status, species, listing name, link, spcode
E,"Allocarya, Calistoga","Plagiobothrys strictus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1HV,Q1HV
E,"Alopecurus, Sonoma","Alopecurus aequalis var. sonomensis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q01F,Q01F
E,"Ambrosia, San Diego","Ambrosia pumila",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q01H,Q01H
T,"amole, purple","Chlorogalum purpureum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0ET,Q0ET
T,"Baccharis, Encinitas","Baccharis vanessae",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q264,Q264
E,"Barberry, island","Berberis pinnata ssp. insularis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q08H,Q08H
E,"Barberry, Nevin's","Berberis nevinii",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q08G,Q08G
E,"Bedstraw, El Dorado","Galium californicum ssp. sierrae",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0VG,Q0VG
E,"Bedstraw, island","Galium buxifolium",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0VF,Q0VF
E,"Bird's beak, palmate-bracted","Cordylanthus palmatus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1UT,Q1UT
E,"Bird's-beak, Pennell's","Cordylanthus tenuis ssp. capillaris",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2O8,Q2O8
E,"Bird's-beak, salt marsh","Cordylanthus maritimus ssp. maritimus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1US,Q1US
E,"Bird's-beak, soft","Cordylanthus mollis ssp. mollis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0GT,Q0GT
E,"Bladderpod, San Bernardino Mountains","Lesquerella kingii ssp. bernardina",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2CD,Q2CD
E,"Bluegrass, Napa","Poa napensis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1ID,Q1ID
E,"Bluegrass, San Bernardino","Poa atropurpurea",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1I9,Q1I9
T,"Brodiaea, Chinese Camp","Brodiaea pallida",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q09J,Q09J
T,"Brodiaea, thread-leaved","Brodiaea filifolia",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q09H,Q09H
E,"Buckwheat, cushenbury","Eriogonum ovalifolium var. vineum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1W8,Q1W8
E,"Buckwheat, Ione","Eriogonum apricum (incl. var. prostratum)",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0QW,Q0QW
E,"Bush-mallow, San Clemente Island","Malacothamnus clementinus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1YR,Q1YR
E,"Bush-mallow, Santa Cruz Island","Malacothamnus fasciculatus var. nesioticus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q16R,Q16R
T,"Butterweed, Layne's","Senecio layneae",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1O2,Q1O2
E,"Button-celery, San Diego","Eryngium aristulatum var. parishii",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1W9,Q1W9
E,"Cactus, Bakersfield","Opuntia treleasei",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2YG,Q2YG
E,"Ceanothus, coyote","Ceanothus ferrisae",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1U3,Q1U3
E,"Ceanothus, Pine Hill","Ceanothus roderickii",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0DK,Q0DK
T,"Ceanothus, Vail Lake","Ceanothus ophiochilus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q3AH,Q3AH
E,"Checker-mallow, Keck's","Sidalcea keckii",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1OS,Q1OS
E,"Checker-mallow, Kenwood Marsh","Sidalcea oregana ssp. valida",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1OU,Q1OU
E,"Checker-mallow, pedate","Sidalcea pedata",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2IS,Q2IS
E,"Clarkia, Pismo","Clarkia speciosa ssp. immaculata",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1UJ,Q1UJ
E,"Clarkia, Presidio","Clarkia franciscana",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1UI,Q1UI
T,"Clarkia, Springville","Clarkia springvillensis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2O6,Q2O6
E,"Clarkia, Vine Hill","Clarkia imbricata",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0FO,Q0FO
E,"Clover, Monterey","Trifolium trichocalyx",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q23C,Q23C
E,"Clover, showy Indian","Trifolium amoenum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q238,Q238
T,"Crownbeard, big-leaved","Verbesina dissita",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q3GB,Q3GB
E,"Crownscale, San Jacinto Valley","Atriplex coronata var. notatior",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2ZR,Q2ZR
T,"Cypress, Gowen","Cupressus goveniana ssp. goveniana",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=R00A,R00A
