status, species, listing name, link, spcode
T,"Amaranth, seabeach","Amaranthus pumilus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2MZ,Q2MZ
E,"Arrowhead, bunched","Sagittaria fasciculata",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q219,Q219
E,"Avens, spreading","Geum radiatum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1WM,Q1WM
E,"Bittercress, small-anthered","Cardamine micranthera",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1U0,Q1U0
T,"Blazingstar, Heller's","Liatris helleri",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2CI,Q2CI
E,"Bluet, Roan Mountain","Hedyotis purpurea var. montana",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2B3,Q2B3
E,"Chaffseed, American","Schwalbea americana",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2I4,Q2I4
E,"Coneflower, smooth","Echinacea laevigata",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q293,Q293
E,"Dropwort, Canby's","Oxypolis canbyi",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2EL,Q2EL
T,"Goldenrod, Blue Ridge","Solidago spithamaea",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2J7,Q2J7
E,"Harperella","Ptilimnium nodosum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2H9,Q2H9
T,"Heartleaf, dwarf-flowered","Hexastylis naniflora",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1XA,Q1XA
T,"Heather, mountain golden","Hudsonia montana",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2U5,Q2U5
E,"Irisette, white","Sisyrinchium dichotomum",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q39D,Q39D
T,"Joint-vetch, Sensitive","Aeschynomene virginica",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q24J,Q24J
E,"Lichen, rock gnome","Gymnoderma lineare",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=U001,U001
E,"Loosestrife, rough-leaved","Lysimachia asperulaefolia",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2DF,Q2DF
E,"Meadowrue, Cooley's","Thalictrum cooleyi",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q231,Q231
T,"Pink, swamp","Helonias bullata",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2B8,Q2B8
E,"Pitcher-plant, green","Sarracenia oreophila",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q21B,Q21B
E,"Pitcher-plant, mountain sweet","Sarracenia rubra ssp. jonesii",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2I0,Q2I0
T,"Pogonia, small whorled","Isotria medeoloides",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1XL,Q1XL
E,"Pondberry","Lindera melissifolia",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2CO,Q2CO
E,"Sedge, golden","Carex lutea",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q3HD,Q3HD
T,"Spiraea, Virginia","Spiraea virginiana",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2R1,Q2R1
E,"Sumac, Michaux's","Rhus michauxii",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2HH,Q2HH
E,"Sunflower, Schweinitz's","Helianthus schweinitzii",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2B7,Q2B7
