status, name, type, state, url,enlistedDate, counties, petetionDetails, spcode
E,"Haha",plant,HI,,10/29/1991,"Honolulu_HI|","",Q284
E,"Haha",plant,HI,,10/08/1992,"Kalawao_HI|Maui_HI|","",Q31S
E,"Haha",plant,HI,,06/27/2013,"Kalawao_HI|Maui_HI|","",Q31T
E,"Haha",plant,HI,,10/18/2012,"Honolulu_HI|","",Q1LR
T,"Haha",plant,HI,,10/10/1996,"Kauai_HI|","",Q31V
E,"Haha",plant,HI,,10/10/1996,"Kauai_HI|","",Q3GK
E,"Haha",plant,HI,,10/10/1996,"Kauai_HI|","",Q0LV
E,"Haha",plant,HI,,03/04/1994,"Hawaii_HI|","",Q1V4
E,"Haha",plant,HI,,03/04/1994,"Hawaii_HI|","",Q286
E,"Haha",plant,HI,,10/10/1996,"Honolulu_HI|","",Q1V5
E,"Haha",plant,HI,,09/11/1991,"Honolulu_HI|","",Q1V6
E,"Haha",plant,HI,,03/28/1994,"Honolulu_HI|","",Q31W
E,"Haha",plant,HI,,09/20/1991,"Kauai_HI|","",Q31X
E,"haiwale",plant,HI,,06/27/2013,"Maui_HI|","",Q3NY
E,"Haiwale",plant,HI,,10/18/2012,"Honolulu_HI|","",Q28D
E,"Haiwale",plant,HI,,05/13/2010,"Kauai_HI|","",Q3MU
E,"Haiwale",plant,HI,,10/18/2012,"Honolulu_HI|","",Q0LK
E,"Ha`iwale",plant,HI,,03/28/1994,"Honolulu_HI|","",Q28B
E,"Ha`iwale",plant,HI,,10/10/1996,"Honolulu_HI|","",Q0JV
E,"Ha`iwale",plant,HI,,06/27/2013,"Kalawao_HI|Maui_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q2SY
E,"Ha`iwale",plant,HI,,03/04/1994,"Hawaii_HI|","",Q28C
E,"Ha`iwale",plant,HI,,10/31/2016,"Kalawao_HI|Maui_HI|","",Q323
E,"Ha`iwale",plant,HI,,10/18/2012,"Honolulu_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q0KJ
T,"Ha`iwale",plant,HI,,02/25/1994,"Kauai_HI|","",Q326
E,"Ha`iwale",plant,HI,,05/15/1992,"Maui_HI|","",Q28I
E,"Ha`iwale",plant,HI,,05/13/2010,"Kauai_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q0KX
E,"Ha`iwale",plant,HI,,06/27/2013,"Maui_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q32A
E,"Ha`iwale",plant,HI,,03/28/1994,"Honolulu_HI|","",Q1V8
E,"Ha`iwale",plant,HI,,10/18/2012,"Honolulu_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q32B
E,"Ha`iwale",plant,HI,,10/10/1996,"Honolulu_HI|","",Q1V9
E,"Ha`iwale",plant,HI,,03/04/1994,"Hawaii_HI|","",Q32C
E,"Ha`iwale",plant,HI,,10/10/1996,"Honolulu_HI|","",Q32D
E,"Hala pepe",plant,HI,,06/27/2013,"Maui_HI|","",Q3HU
E,"Hala pepe",plant,HI,,10/18/2012,"Honolulu_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q2GJ
E,"Hala pepe",plant,HI,,10/10/1996,"Hawaii_HI|","",Q37X
E,"Hau kuahiwi",plant,HI,,10/10/1996,"Hawaii_HI|","",Q0ZE
E,"Hau kuahiwi",plant,HI,,10/10/1996,"Hawaii_HI|","",Q0ZF
E,"Hau kuahiwi",plant,HI,,10/10/1996,"Kauai_HI|","",Q3GL
E,"Heau",plant,HI,,02/25/1994,"Kauai_HI|","",Q2A6
E,"Heau",plant,HI,,10/31/2016,"Hawaii_HI|Maui_HI|","",Q3OJ
E,"Hibiscus, Clay's",plant,HI,,02/25/1994,"Kauai_HI|","",Q1XF
E,"Hoawa",plant,HI,,06/27/2013,"Kalawao_HI|Maui_HI|","",Q2G8
E,"Hoawa",plant,HI,,11/29/2013,"Hawaii_HI|","",Q2G9
E,"Ho`awa",plant,HI,,05/13/2010,"Kauai_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q37I
E,"Hohiu",plant,HI,,10/31/2016,"Kauai_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",S029
E,"Holei",plant,HI,,10/31/2016,"Hawaii_HI|Maui_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q3ES
E,"Holei",plant,HI,,03/04/1994,"Hawaii_HI|","",Q2UX
E,"Honohono",plant,HI,,11/29/1979,"Hawaii_HI|Kauai_HI|Maui_HI|","",Q1WW
E,"Hulumoa",plant,HI,,10/18/2012,"Honolulu_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q34P
E,"Ihi",plant,HI,,10/31/2016,"Hawaii_HI|Honolulu_HI|Kalawao_HI|Kauai_HI|Maui_HI|","",Q381
E,"Ihi`ihi",plant,HI,,06/22/1992,"Honolulu_HI|Kauai_HI|Maui_HI|","",S00U
E,"Iliau, dwarf",plant,HI,,06/22/1992,"Kauai_HI|","",Q245
E,"Ischaemum, Hilo",plant,HI,,03/04/1994,"Hawaii_HI|Honolulu_HI|Kalawao_HI|Kauai_HI|Maui_HI|","",Q2BT
E,"Kamakahala",plant,HI,,10/10/1996,"Honolulu_HI|","",Q2C2
E,"Kamakahala",plant,HI,,05/13/2010,"Kauai_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q34Q
E,"Kamakahala",plant,HI,,09/20/1991,"Kauai_HI|","",Q2C3
E,"Kamakahala",plant,HI,,05/13/2010,"Kauai_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q34R
E,"Kamakahala",plant,HI,,09/03/1999,"Maui_HI|","",Q2C4
E,"Kamakahala",plant,HI,,10/10/1996,"Kauai_HI|","",Q3GM
E,"Kamakahala",plant,HI,,09/03/1999,"Maui_HI|","",Q11Y
E,"Kamanomano",plant,HI,,10/10/1996,"Honolulu_HI|Maui_HI|","",Q1U4
E,"Kamapua`a",plant,HI,,10/31/2016,"Honolulu_HI|Kauai_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q2U1
E,"Kauai hau kuahiwi",plant,HI,,04/29/1986,"Kauai_HI|","",Q1XB
E,"Kauila",plant,HI,,03/04/1994,"Hawaii_HI|Honolulu_HI|Maui_HI|","",Q1UO
E,"Kaulu",plant,HI,,02/25/1994,"Kauai_HI|","",Q20Y
E,"Kaulu",plant,HI,,10/18/2012,"Honolulu_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q1KE
E,"Kio`ele",plant,HI,,05/15/1992,"Hawaii_HI|Honolulu_HI|Maui_HI|","",Q1WZ
E,"Kiponapona",plant,HI,,10/10/1996,"Hawaii_HI|","",Q37A
E,"Kohe malama malama o kanaloa",plant,HI,,09/03/1999,"Maui_HI|","",Q3GX
E,"Koholapehu",plant,HI,,05/13/1992,"Kauai_HI|","",Q1VK
E,"Koki`o",plant,HI,,12/04/1984,"Hawaii_HI|","",Q1XQ
E,"Koki`o",plant,HI,,10/10/1996,"Kauai_HI|","",Q1XR
E,"Koki`o, Cooke's",plant,HI,,11/29/1979,"Maui_HI|","",Q1XP
E,"Koki`o ke`oke`o",plant,HI,,10/08/1992,"Kalawao_HI|Maui_HI|","",Q2BC
E,"Koki`o ke`oke`o",plant,HI,,10/10/1996,"Kauai_HI|","",Q1XG
E,"Kolea",plant,HI,,10/31/2016,"Honolulu_HI|Kauai_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q3HS
E,"Kolea",plant,HI,,10/10/1996,"Honolulu_HI|","",Q36D
E,"Kolea",plant,HI,,05/13/2010,"Kauai_HI|","",Q3N0
T,"Kolea",plant,HI,,10/10/1996,"Kauai_HI|","",Q193
E,"Kolea",plant,HI,,05/13/2010,"Kauai_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q2E5
E,"Kolea",plant,HI,,06/27/2013,"Maui_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q36E
E,"Ko`oko`olau",plant,HI,,10/18/2012,"Honolulu_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q3HE
E,"Ko`oko`olau",plant,HI,,06/27/2013,"Hawaii_HI|Honolulu_HI|Kauai_HI|Maui_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q2S3
E,"Ko`oko`olau",plant,HI,,06/27/2013,"Maui_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q269
E,"Ko`oko`olau",plant,HI,,06/27/2013,"Maui_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q08M
E,"Ko`oko`olau",plant,HI,,11/29/2013,"Hawaii_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q2XY
E,"Ko`oko`olau",plant,HI,,05/15/1992,"Maui_HI|","",Q1TK
E,"Ko`oko`olau",plant,HI,,10/08/1992,"Kalawao_HI|Maui_HI|","",Q1TN
E,"Ko`oloa`ula",plant,HI,,09/26/1986,"Hawaii_HI|Honolulu_HI|Maui_HI|","",Q1SK
E,"kopa",plant,HI,,09/03/1999,"Maui_HI|","",Q33Y
E,"Kopiko",plant,HI,,05/13/2010,"Kauai_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q1KB
E,"Kopiko",plant,HI,,10/18/2012,"Honolulu_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q3H6
E,"Kopiko",plant,HI,,05/13/2010,"Kauai_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q38F
E,"Kuahiwi laukahi",plant,HI,,03/04/1994,"Hawaii_HI|","",Q37S
E,"Kuahiwi laukahi",plant,HI,,11/10/1994,"Hawaii_HI|Honolulu_HI|Kalawao_HI|Kauai_HI|Maui_HI|","",Q20M
E,"Kuawawaenohu",plant,HI,,10/10/1996,"Kauai_HI|","",Q2YL
E,"Kula wahine noho",plant,HI,,03/04/1994,"Hawaii_HI|Honolulu_HI|Kauai_HI|Maui_HI|","",Q1XK
E,"Kulu`i",plant,HI,,10/29/1991,"Honolulu_HI|Maui_HI|","",Q1ZL
E,"Kupukupu makalii",plant,HI,,10/31/2016,"Hawaii_HI|Honolulu_HI|Maui_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",S02E
E,"Lau `ehu",plant,HI,,10/10/1996,"Kauai_HI|","",Q1BJ
E,"Laulihilihi",plant,HI,,10/10/1996,"Kauai_HI|","",Q2W2
E,"lehua makanoe",plant,HI,,05/13/2010,"Kauai_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q35G
E,"Liliwai",plant,HI,,05/15/1992,"Kauai_HI|Maui_HI|","",Q1SM
E,"Lo`ulu",plant,HI,,05/13/2010,"Kauai_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q38C
E,"Lo`ulu",plant,HI,,10/10/1996,"Honolulu_HI|","",Q2VM
E,"Lo`ulu",plant,HI,,11/29/2013,"Hawaii_HI|","",Q1JR
E,"Lo`ulu",plant,HI,,03/04/1994,"Hawaii_HI|","",Q38B
E,"Lo`ulu",plant,HI,,10/08/1992,"Kalawao_HI|Maui_HI|","",Q20W
E,"Lo`ulu",plant,HI,,10/10/1996,"Kauai_HI|","",Q38D
E,"Lo`ulu",plant,HI,,08/21/1996,"Honolulu_HI|","",Q1JS
E,"Lo`ulu",plant,HI,,10/10/1996,"Hawaii_HI|","",Q2VN
E,"Lo`ulu",plant,HI,,10/10/1996,"Kauai_HI|","",Q38E
E,"Loulu, Baker''s",plant,HI,,10/31/2016,"Honolulu_HI|","",Q3ON
E,"Love grass, Fosberg's",plant,HI,,10/10/1996,"Honolulu_HI|","",Q0PH
E,"Mahoe",plant,HI,,05/15/1992,"Honolulu_HI|Kalawao_HI|Kauai_HI|Maui_HI|","",Q1SO
T,"Makou",plant,HI,,02/25/1994,"Hawaii_HI|Honolulu_HI|Kalawao_HI|Kauai_HI|Maui_HI|","",Q202
E,"Makou",plant,HI,,10/31/2016,"Hawaii_HI|Maui_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q38H
E,"Makou",plant,HI,,10/31/2016,"Hawaii_HI|Honolulu_HI|Kalawao_HI|Kauai_HI|Maui_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q2VQ
E,"Ma`o hau hele,",plant,HI,,11/10/1994,"Hawaii_HI|Honolulu_HI|Kalawao_HI|Kauai_HI|Maui_HI|","",Q1XE
E,"Ma`oli`oli",plant,HI,,09/30/1991,"Kauai_HI|","",Q2VV
E,"Ma`oli`oli",plant,HI,,11/29/2013,"Hawaii_HI|","",Q1MU
E,"Ma`oli`oli",plant,HI,,10/10/1996,"Honolulu_HI|","",Q1MW
E,"Ma`oli`oli",plant,HI,,10/31/2016,"Kalawao_HI|Maui_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q2VZ
E,"Mapele",plant,HI,,10/10/1996,"Kauai_HI|","",Q322
E,"Mehamehame",plant,HI,,11/10/1994,"Hawaii_HI|Honolulu_HI|Kalawao_HI|Kauai_HI|Maui_HI|","",Q33K
E,"Naenae",plant,HI,,05/13/2010,"Kauai_HI|","",Q3MV
E,"Naenae",plant,HI,,05/13/2010,"Kauai_HI|","",Q3MW
E,"Na`ena`e",plant,HI,,10/29/1991,"Honolulu_HI|","",Q2T8
E,"Na`ena`e",plant,HI,,05/13/2010,"Kauai_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q32N
E,"Na`ena`e",plant,HI,,09/20/1991,"Kauai_HI|","",Q32P
E,"Na`ena`e",plant,HI,,09/03/1999,"Maui_HI|","",Q32Q
E,"Na`ena`e",plant,HI,,05/13/2010,"Kauai_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q3H3
E,"Na`ena`e",plant,HI,,05/13/2010,"Kauai_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q0O6
E,"Nani wai`ale`ale",plant,HI,,10/10/1996,"Kauai_HI|","",Q23U
E,"Nanu",plant,HI,,10/10/1996,"Honolulu_HI|","",Q3GR
E,"Nanu",plant,HI,,10/31/2016,"Hawaii_HI|Kalawao_HI|Kauai_HI|Maui_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q33N
E,"Naupaka, dwarf",plant,HI,,05/16/1986,"Hawaii_HI|Honolulu_HI|Kalawao_HI|Kauai_HI|Maui_HI|","",Q21C
E,"Nehe",plant,HI,,02/25/1994,"Kauai_HI|","",Q1Y4
E,"Nehe",plant,HI,,10/29/1991,"Honolulu_HI|","",Q1YC
E,"Nehe",plant,HI,,02/25/1994,"Kauai_HI|","",Q2CY
E,"Nehe",plant,HI,,02/25/1994,"Honolulu_HI|","",Q2D1
E,"nehe",plant,HI,,05/15/1992,"Maui_HI|","",Q2CS
E,"Nehe",plant,HI,,10/29/1991,"Honolulu_HI|","",Q2D0
E,"Nioi",plant,HI,,03/28/1994,"Honolulu_HI|Maui_HI|","",Q33F
E,"No common name",plant,HI,,09/20/1991,"Maui_HI|","",Q1SJ
E,"No common name",plant,HI,,10/29/1991,"Honolulu_HI|","",Q1SL
E,"No common name",plant,HI,,10/10/1996,"Hawaii_HI|Kauai_HI|","",Q00G
E,"No common name",plant,HI,,08/21/1996,"Honolulu_HI|","",Q01G
E,"No common name",plant,HI,,10/29/1991,"Honolulu_HI|","",S00Q
E,"No common name",plant,HI,,10/31/2016,"Kauai_HI|","",S02K
E,"No common name",plant,HI,,05/13/2010,"Kauai_HI|","",S007
E,"No common name",plant,HI,,02/25/1994,"Kauai_HI|","",S022
E,"No common name",plant,HI,,09/26/1994,"Hawaii_HI|Maui_HI|","",S00N
E,"No common name",plant,HI,,06/27/1994,"Honolulu_HI|","",S01T
E,"No common name",plant,HI,,11/29/2013,"Hawaii_HI|Kalawao_HI|Maui_HI|","",Q3OA
E,"No common name",plant,HI,,11/10/1994,"Hawaii_HI|Honolulu_HI|Kalawao_HI|Kauai_HI|Maui_HI|","",Q1TQ
E,"No common name",plant,HI,,10/31/2016,"Maui_HI|","",Q3OI
E,"No common name",plant,HI,,03/04/1994,"Hawaii_HI|Kalawao_HI|Maui_HI|","",Q35R
E,"No common name",plant,HI,,10/31/2016,"Maui_HI|","",Q35S
E,"No common name",plant,HI,,11/10/1994,"Honolulu_HI|Kauai_HI|Maui_HI|","",Q2Q0
E,"No common name",plant,HI,,11/29/2013,"Hawaii_HI|","",Q3OB
E,"No common name",plant,HI,,11/29/2013,"Hawaii_HI|","",Q3OC
E,"No common name",plant,HI,,02/25/1994,"Kauai_HI|","",Q1VA
E,"No common name",plant,HI,,10/10/1996,"Hawaii_HI|Maui_HI|","",Q0LX
E,"No common name",plant,HI,,10/31/2016,"Hawaii_HI|Kauai_HI|Maui_HI|","",S02L
E,"No common name",plant,HI,,09/26/1994,"Honolulu_HI|Kalawao_HI|Kauai_HI|Maui_HI|","",S00R
E,"No common name",plant,HI,,05/13/2010,"Kauai_HI|","",S02H
E,"No common name",plant,HI,,10/18/2012,"Honolulu_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",S028
E,"No common name",plant,HI,,10/31/2016,"Hawaii_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q33I
E,"No common name",plant,HI,,06/27/2013,"Kalawao_HI|Maui_HI|","",Q3O5
E,"No common name",plant,HI,,11/09/1984,"Kalawao_HI|Maui_HI|","",Q1WP
E,"No common name",plant,HI,,10/29/1991,"Honolulu_HI|Kauai_HI|","",Q1WQ
E,"No common name",plant,HI,,06/27/1994,"Hawaii_HI|Honolulu_HI|Maui_HI|","",Q1WR
E,"No common name",plant,HI,,03/28/1994,"Honolulu_HI|Kalawao_HI|Maui_HI|","",Q1X7
E,"No common name",plant,HI,,10/29/1991,"Honolulu_HI|Maui_HI|","",Q1X8
E,"No common name",plant,HI,,09/20/1991,"Kauai_HI|","",Q1X9
E,"No common name",plant,HI,,10/31/2016,"Hawaii_HI|Maui_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",S02B
E,"No common name",plant,HI,,10/29/1991,"Honolulu_HI|","",Q1X0
E,"No common name",plant,HI,,10/31/2016,"Kauai_HI|","",Q3OR
E,"No common name",plant,HI,,10/29/1991,"Honolulu_HI|","",Q1X2
E,"No common name",plant,HI,,09/30/1991,"Kauai_HI|","",Q1X5
E,"No common name",plant,HI,,05/13/2010,"Kauai_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q3HP
E,"No common name",plant,HI,,05/13/2010,"Kauai_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q3HQ
E,"No common name",plant,HI,,10/31/2016,"Kauai_HI|","",Q3OT
E,"No common name",plant,HI,,10/31/2016,"Kauai_HI|","",Q3OM
E,"No common name",plant,HI,,11/29/1979,"Hawaii_HI|","",Q1YJ
E,"No common name",plant,HI,,10/10/1996,"Honolulu_HI|","",Q14Y
E,"No common name",plant,HI,,10/10/1996,"Honolulu_HI|","",Q2D2
E,"No common name",plant,HI,,10/29/1991,"Honolulu_HI|Kauai_HI|","",Q1YK
E,"No common name",plant,HI,,03/28/1994,"Honolulu_HI|","",Q1YL
E,"No common name",plant,HI,,02/25/1994,"Honolulu_HI|Kauai_HI|","",Q2DG
E,"No common name",plant,HI,,05/13/2010,"Kauai_HI|","",Q3MX
E,"No common name",plant,HI,,05/15/1992,"Maui_HI|","",Q35J
E,"No common name",plant,HI,,10/10/1996,"Kalawao_HI|Maui_HI|","",Q35K
E,"No common name",plant,HI,,05/13/2010,"Kauai_HI|","",Q3MY
E,"No common name",plant,HI,,05/13/2010,"Kauai_HI|","",Q3MZ
E,"No common name",plant,HI,,05/13/2010,"Kauai_HI|","",Q3H4
E,"No common name",plant,HI,,10/31/2016,"Hawaii_HI|Honolulu_HI|Maui_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",S02A
E,"No common name",plant,HI,,10/29/1991,"Honolulu_HI|","",Q1ZH
E,"No common name",plant,HI,,10/10/1996,"Hawaii_HI|","",Q19L
E,"No common name",plant,HI,,11/10/1994,"Kalawao_HI|Maui_HI|","",Q1ZI
E,"No common name",plant,HI,,06/27/2013,"Maui_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q37F
E,"No common name",plant,HI,,10/31/2016,"Hawaii_HI|Maui_HI|","",Q2VD
E,"No common name",plant,HI,,11/29/2013,"Hawaii_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q1GZ
E,"No common name",plant,HI,,09/20/1991,"Maui_HI|","",Q206
E,"No common name",plant,HI,,06/27/2013,"Kalawao_HI|Maui_HI|","",Q3O0
E,"No common name",plant,HI,,10/31/2016,"Kauai_HI|","",Q2FX
E,"No common name",plant,HI,,10/10/1996,"Honolulu_HI|","",Q1H1
E,"No common name",plant,HI,,03/17/2009,"Kalawao_HI|Maui_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q3H5
E,"No common name",plant,HI,,10/10/1996,"Honolulu_HI|","",Q3GS
E,"No common name",plant,HI,,10/10/1996,"Kauai_HI|","",Q1H2
E,"No common name",plant,HI,,10/08/1992,"Kalawao_HI|Maui_HI|","",Q3AE
E,"No common name",plant,HI,,10/29/1991,"Honolulu_HI|","",Q2FT
E,"No common name",plant,HI,,10/10/1996,"Hawaii_HI|Honolulu_HI|Maui_HI|","",Q1H5
E,"No common name",plant,HI,,06/27/2013,"Kalawao_HI|Maui_HI|","",Q3O1
E,"No common name",plant,HI,,05/13/2010,"Kauai_HI|","",Q3N1
E,"No common name",plant,HI,,10/31/2016,"Hawaii_HI|Kalawao_HI|Maui_HI|","",Q2FV
E,"No common name",plant,HI,,10/10/1996,"Hawaii_HI|","",Q37B
E,"No common name",plant,HI,,02/25/1994,"Kauai_HI|","",Q378
E,"No common name",plant,HI,,10/10/1996,"Hawaii_HI|","",Q37C
E,"No common name",plant,HI,,10/10/1996,"Kauai_HI|","",Q37E
E,"No common name",plant,HI,,10/10/1996,"Honolulu_HI|Kalawao_HI|Kauai_HI|Maui_HI|","",Q2GE
E,"No common name",plant,HI,,10/18/2012,"Honolulu_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q37U
E,"No common name",plant,HI,,10/18/2012,"Honolulu_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q37V
E,"No common name",plant,HI,,11/29/2013,"Hawaii_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q1I5
E,"No common name",plant,HI,,05/13/1992,"Kauai_HI|","",Q2GQ
E,"No common name",plant,HI,,05/13/2010,"Kauai_HI|","",Q22G
E,"No common name",plant,HI,,05/13/2010,"Kauai_HI|","",Q3N2
E,"No common name",plant,HI,,10/18/2012,"","",Q22R
E,"No common name",plant,HI,,02/25/1994,"Kauai_HI|","",Q1ZG
E,"No common name",plant,HI,,09/26/1994,"Honolulu_HI|Kalawao_HI|Maui_HI|","",S00W
E,"No common name",plant,HI,,01/14/1991,"Kauai_HI|","",Q213
E,"No common name",plant,HI,,01/14/1991,"Kauai_HI|","",Q2YH
E,"No common name",plant,HI,,10/29/1991,"Honolulu_HI|","",Q38R
E,"No common name",plant,HI,,10/10/1996,"Honolulu_HI|Maui_HI|","",Q1MF
E,"No common name",plant,HI,,10/31/2016,"Hawaii_HI|Maui_HI|","",Q2HW
E,"No common name",plant,HI,,10/31/2016,"Kauai_HI|","",Q3OO
E,"No common name",plant,HI,,05/13/2010,"Kauai_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q3H7
E,"No common name",plant,HI,,11/29/2013,"Hawaii_HI|","",Q3OE
E,"No common name",plant,HI,,10/31/2016,"Hawaii_HI|Kalawao_HI|Maui_HI|","",Q3OS
E,"No common name",plant,HI,,05/15/1992,"Maui_HI|","",Q2VW
E,"No common name",plant,HI,,10/10/1996,"Kauai_HI|","",Q2VX
E,"No common name",plant,HI,,10/10/1996,"Honolulu_HI|Maui_HI|","",Q1MV
E,"No common name",plant,HI,,06/27/2013,"Maui_HI|","",Q3O2
E,"No common name",plant,HI,,10/29/1991,"Honolulu_HI|","",Q21F
E,"No common name",plant,HI,,10/10/1996,"Kauai_HI|","",Q38U
E,"No common name",plant,HI,,06/27/2013,"","",Q3O3
E,"No common name",plant,HI,,10/08/1992,"Kalawao_HI|Maui_HI|","",Q2VY
E,"No common name",plant,HI,,10/10/1996,"Kauai_HI|","",Q1MY
E,"No common name",plant,HI,,10/10/1996,"Honolulu_HI|Kauai_HI|","",Q38V
E,"No common name",plant,HI,,10/29/1991,"Honolulu_HI|","",Q1SQ
E,"No common name",plant,HI,,06/27/2013,"Maui_HI|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q21G
E,"No common name",plant,HI,,10/10/1996,"Kalawao_HI|Maui_HI|","",Q1N2
E,"No common name",plant,HI,,02/25/1994,"Kauai_HI|","",Q2W0
T,"No common name",plant,HI,,02/25/1994,"Kauai_HI|","",Q2W1
E,"No common name",plant,HI,,10/29/1991,"Honolulu_HI|","",Q1SR
E,"No common name",plant,HI,,10/10/1996,"Kauai_HI|","",Q2X3
E,"No common name",plant,HI,,10/31/2016,"Honolulu_HI|Kauai_HI|","",Q3OQ
E,"No common name",plant,HI,,10/08/1992,"Kalawao_HI|Maui_HI|","",Q21N
T,"No common name",plant,HI,,03/04/1994,"Hawaii_HI|","",Q2IX
E,"No common name",plant,HI,,10/08/1992,"Hawaii_HI|Honolulu_HI|Kalawao_HI|Kauai_HI|Maui_HI|","",Q21O
E,"No common name",plant,HI,,10/29/1991,"Honolulu_HI|","",Q39A
E,"No common name",plant,HI,,11/10/1994,"Hawaii_HI|Honolulu_HI|Kalawao_HI|Kauai_HI|Maui_HI|","",Q39H
E,"No common name",plant,HI,,11/29/1979,"Hawaii_HI|Kalawao_HI|Maui_HI|","",Q21Z
E,"No common name",plant,HI,,10/08/1992,"Kalawao_HI|Maui_HI|","",Q39K
E,"No common name",plant,HI,,05/13/1992,"Kauai_HI|","",Q39L
