1643,261470
416234,429417
77949,429417
620,429417
566512,429417
91586,429417
273153,369523
9813,369523
370663,369523
426613,369523
376867,369523
8966,296096
466282,296096
43923,296096
11929,296096
222935,296096
4974,11130
400617,11130
50546,11130
521,11130
13,11130
21385,73881
920,73881
568,73881
10193,73881
155,73881
451480,502682
5951,502682
448514,502682
125255,502682
376660,419478
10947,419478
11355,419478
4951,419478
15144,419478
315837,15472
397837,15472
101299,15472
131634,15472
513,370663
52371,370663
449176,370663
258480,370663
10818,473019
370663,473019
258480,473019
273153,473019
52371,473019
446354,314365
396371,314365
205587,314365
11931,314365
376867,314365
551095,536176
419546,536176
397403,536176
511457,536176
490773,536176
424,433498
769,433498
451915,433498
487558,433498
467952,433498
458594,438650
345887,438650
357096,438650
46957,438650
74997,438650
8643,491584
263471,491584
123997,491584
407874,491584
268373,491584
449176,557648
184352,557648
502220,557648
424694,557648
377154,557648
604,6479
605,6479
9739,6479
603,6479
76341,6479
10191,59440
800,59440
17689,59440
7859,59440
666,59440
36648,50620
50619,50620
49017,50620
1900,459910
627,459910
2034,459910
438808,459910
253,459910
44564,77338
13,77338
862,77338
68718,77338
23168,77338
392044,455108
281957,455108
336843,455108
101299,455108
395841,455108
346685,64682
27066,64682
8966,64682
9880,64682
454983,64682
1265,406997
73,406997
442062,406997
400928,406997
948,406997
2501,2503
4771,2503
9331,2503
562,2503
808,27022
566810,27022
34584,27022
11527,27022
10882,27022
49017,395991
228150,395991
122,395991
707,395991
2924,395991
487558,443009
324786,443009
451915,443009
389015,443009
363676,443009
1374,70
1371,70
1375,70
1367,70
396371,70
1452,283366
8536,283366
209112,283366
297762,283366
141052,283366
281957,385360
562,385360
238636,385360
245891,385360
442249,385360
424,333696
14574,333696
637,333696
228150,333696
324786,333696
439,6023
637,6023
745,6023
1374,6023
1165,6023
451915,1402
8916,1402
310307,1402
10139,1402
2539,1402
321612,465136
336843,465136
476926,465136
401905,465136
428078,465136
424,13813
228150,13813
14574,13813
16869,13813
289222,13813
2048,39254
604,39254
605,39254
198184,39254
157336,39254
76341,425972
405774,425972
8810,425972
297762,425972
9659,425972
1165,45269
858,45269
18320,45269
38050,45269
801,45269
7516,7485
1572,7485
1266,7485
186,7485
9331,7485
440298,432301
403,432301
376866,432301
2604,432301
2142,432301
449176,426613
10818,426613
84892,426613
507076,426613
370663,426613
14313,82693
417678,82693
286565,82693
13,82693
510,82693
249070,787
101,787
156022,787
390043,787
2501,787
101,385332
281957,385332
345887,385332
11713,385332
357096,385332
53932,112160
14,112160
449176,112160
86331,112160
17130,112160
272693,421471
449176,421471
9880,421471
2105,421471
308369,421471
700,87827
205775,87827
551,87827
10527,87827
14372,87827
566512,44214
38810,44214
574,44214
244786,44214
357096,470229
133805,470229
238636,470229
500664,470229
281957,470229
844,50646
111969,50646
12556,50646
63492,50646
10641,50646
1927,489929
812,489929
50620,489929
76492,489929
270946,489929
424,399404
14574,399404
637,399404
228150,399404
324786,399404
15472,290595
767,290595
808,290595
809,290595
627,396461
396371,396461
22705,396461
845,396461
617,396461
119450,254320
133121,254320
63,254320
280,254320
6479,254320
20352,505192
196867,505192
150689,505192
278927,505192
283366,505192
281957,508763
392044,508763
395990,508763
75780,508763
11929,508763
520360,399170
339403,399170
336004,399170
154400,399170
429203,399170
10818,176147
370663,176147
258480,176147
273153,176147
52371,176147
769,429200
398181,429200
339692,429200
169917,429200
4771,429200
1024,293863
38,293863
521,293863
24420,293863
13523,293863
562,333371
2320,333371
1571,333371
293768,333371
146233,333371
276488,13885
769,13885
281957,13885
442249,13885
424121,13885
449176,437586
376660,437586
8363,437586
11355,437586
2105,437586
415086,11321
393961,11321
76127,11321
476889,11321
470763,11321
357096,75780
4771,75780
11423,75780
37645,75780
52371,290098
370663,290098
22705,290098
258480,290098
301365,290098
1645,205587
396371,205587
389,205587
11881,205587
75780,406990
782,406990
4349,406990
949,406990
14556,406990
487558,302401
363676,302401
443009,302401
451915,302401
424,302401
141052,487670
1924,487670
49521,487670
1452,487670
379291,487670
157336,274870
126889,274870
348,274870
8077,274870
8966,4348
222935,4348
281957,4348
449176,4348
466282,4348
376660,76726
449176,76726
286565,76726
378064,76726
14,76726
1969,5289
429203,5289
500919,5289
531593,5289
339403,5289
828,10200
602,10200
348,10200
18,10200
8077,10200
2501,346685
77,346685
2502,346685
345887,395834
75780,395834
73861,395834
8090,395834
10424,13811
11336,13811
171540,13811
12554,13811
39857,13811
604,301337
605,301337
9739,301337
500664,301337
335984,301337
12155,44826
411,44826
671,44826
674,44826
8966,44826
376867,394117
17130,394117
13,394117
627,394117
235,394117
340027,353326
334543,353326
205596,353326
424,353326
769,353326
449176,84892
376867,84892
308369,84892
9555,503346
26405,503346
602,503346
137113,503346
8810,503346
238636,400710
473149,400710
769,400710
476926,400710
398181,400710
8966,453201
350,453201
424,453201
591,453201
2501,453201
8966,23168
1422,23168
627,23168
680,23168
294254,23168
424,318846
769,318846
640,318846
429203,318846
443009,318846
924,9339
2044,9339
82703,9339
1597,9339
1649,9339
449176,375785
398818,375785
84892,375785
426613,375785
100898,375785
75780,1640
193893,1640
1266,1640
638,1640
10990,1640
314095,390062
627,390062
281957,390062
336843,390062
101299,390062
511785,376867
258480,376867
14,376867
627,376867
424,402298
300671,402298
769,402298
451915,402298
487558,402298
293768,382591
433,382591
11631,382591
118,382591
394117,382591
8966,171274
10734,171274
769,171274
222935,171274
9880,171274
375588,20662
10907,20662
11469,20662
192,20662
9476,20662
281957,379149
345887,379149
238636,379149
357096,379149
4836,379149
16995,1949
12150,1949
984,1949
11355,1949
298459,1949
146233,6947
281957,6947
956,6947
521,6947
14869,6947
8966,443463
398181,443463
417678,443463
414425,443463
466282,443463
281957,372343
381034,372343
4771,372343
60670,372343
8841,400928
8618,400928
52449,400928
437670,400928
233063,400928
38543,1495
26175,1495
10786,1495
39382,1495
298667,1495
458594,399057
146233,399057
345887,399057
956,399057
14869,399057
294254,469721
336843,469721
485415,469721
170,469721
133121,469721
424,345934
423,345934
228150,345934
14574,345934
1771,345934
1366,1246
1371,1246
1375,1246
1367,1246
921,1246
184352,511785
377154,511785
382475,511785
403119,116745
578,116745
492336,116745
1907,116745
8914,116745
258480,88005
11631,88005
370663,88005
273153,88005
52371,88005
424694,68734
300671,68734
152532,68734
266856,68734
424,68734
1844,302946
400579,302946
395990,302946
629,302946
414,302946
424,389015
769,389015
640,389015
13,122906
433,122906
627,122906
141,122906
451925,122906
387,4347
424,4347
510,4347
6023,4347
11224,4347
363676,2567
424,2567
769,2567
640,2567
487558,2567
4771,339692
345887,339692
868,339692
2749,339692
15069,339692
281957,381289
336843,381289
101299,381289
8966,381289
9880,381289
487558,394741
324786,394741
472451,394741
443009,394741
451915,394741
4771,48492
392044,48492
12150,48492
9411,48492
75780,48492
32302,454283
18885,454283
16314,454283
105,454283
1562,454283
604,68724
605,68724
603,68724
2048,68724
157336,68724
920,264999
77338,264999
64688,264999
138832,264999
100042,264999
604,83542
605,83542
9739,83542
76341,83542
500664,83542
401847,332283
324786,332283
424694,332283
205775,332283
423899,332283
11224,8204
411,8204
2454,8204
7980,8204
13,8204
