369192,424694
10139,424694
1420,424694
397538,424694
152532,424694
272,483906
1927,483906
155,483906
263115,483906
49026,483906
155,450465
1924,450465
141052,450465
1452,450465
36648,450465
16995,401469
402900,401469
10139,401469
11355,401469
238,401469
25196,332562
458737,332562
254470,332562
525,332562
354912,332562
4836,504172
1900,504172
6977,504172
769,504172
438808,504172
76341,433249
157336,433249
119450,433249
336843,433249
101299,433249
423,505954
424,505954
369885,505954
14574,505954
637,505954
281957,337167
11027,337167
341174,337167
392044,337167
867,337167
449176,375262
424694,375262
184352,375262
26280,375262
507076,375262
198663,405774
131631,405774
294254,405774
428078,405774
185,405774
10734,369972
3558,369972
423899,369972
424,369972
769,369972
424,429197
769,429197
640,429197
508,429197
443009,429197
13,426426
112160,426426
171274,426426
1949,426426
8204,426426
449176,490132
184352,490132
377154,490132
382475,490132
26280,490132
451915,487558
424,487558
769,487558
334543,487558
467952,487558
300668,489999
338970,489999
277685,489999
284276,489999
340677,489999
769,401847
467952,401847
424694,401847
152532,401847
340027,401847
336843,484247
101299,484247
346364,484247
454983,484247
769,484247
568,157336
126889,157336
75612,157336
348,157336
605,157336
561,361292
259693,361292
1487,361292
184346,361292
622,361292
381283,447332
405774,447332
19908,447332
110415,447332
311291,447332
77,446021
13,446021
472715,446021
1368,446021
1369,446021
281957,399360
309050,399360
290512,399360
75174,399360
44363,399360
843,340613
346685,340613
340666,340613
28468,340613
8999,340613
424,451915
769,451915
334543,451915
467952,451915
60670,65754
392044,65754
15472,65754
281957,65754
210577,65754
157336,49047
62,49047
369972,49047
286217,49047
274870,49047
75780,210577
346364,210577
336843,210577
392044,210577
357096,458594
10781,458594
45569,458594
238636,458594
398181,458594
281957,470044
392044,470044
595,470044
101299,470044
336843,470044
1417,401545
1124,401545
2501,401545
2503,401545
75656,401545
1924,315635
1452,315635
8536,315635
13640,315635
9531,315635
324786,475132
424694,475132
332283,475132
424,475132
769,475132
1266,400535
4771,400535
562,400535
2320,400535
1701,400535
272,155
49026,155
209112,155
40662,155
156022,155
272,263115
1924,263115
155,263115
209112,263115
49521,263115
401847,457136
424,457136
769,457136
640,457136
487558,457136
10781,398173
1696,398173
5486,398173
12521,398173
984,398173
278927,407436
34584,407436
281957,407436
449176,407436
10140,407436
769,244786
398181,244786
281957,244786
74997,244786
381288,244786
10098,440472
404245,440472
424694,316029
424,316029
769,316029
640,316029
487558,316029
98566,272
297762,272
36647,272
557,272
559,272
8966,466411
131631,466411
198663,466411
222935,466411
428078,466411
63,119450
157336,119450
76341,119450
61791,119450
604,119450
13,511404
112160,511404
394117,511404
8204,511404
14,511404
467952,205596
184352,205596
449176,205596
424,205596
20537,205596
370663,485164
258480,485164
273153,485164
426613,485164
39781,485164
4421,446101
10035,446101
342737,446101
20815,446101
336804,446101
568,286217
157336,286217
369972,286217
667,286217
274870,286217
197,449459
627,449459
399402,449459
180863,449459
11780,449459
272,49026
209112,49026
263115,49026
382322,49026
8966,455207
222935,455207
281957,455207
449176,455207
466282,455207
395834,281957
336843,281957
398181,281957
185,281957
769,281957
65754,350
8966,350
9880,350
600,350
2501,350
812,150540
260513,150540
12092,150540
11360,150540
4977,150540
126889,329865
157336,329865
828,329865
10200,329865
348,329865
272,68718
862,68718
600,68718
438145,68718
281957,68718
4771,169917
769,169917
398181,169917
8012,169917
37645,169917
10651,241554
345887,241554
281957,241554
357096,241554
445954,241554
98566,194662
14,194662
272,194662
1927,194662
155,194662
24021,8966
466282,8966
50619,8966
43923,8966
9880,8966
445571,484436
9598,484436
311291,484436
450322,484436
370755,484436
184352,507076
449176,507076
370663,507076
467952,507076
424694,507076
228150,374720
324786,374720
369885,374720
676,374720
424,374720
70,307081
396371,307081
312221,307081
22881,307081
60308,307081
369885,228150
424,228150
857,228150
1771,228150
10947,313369
2976,313369
525,313369
6477,313369
10545,313369
627,106646
400535,106646
463684,106646
318846,106646
1359,106646
424,454227
769,454227
640,454227
443009,454227
451915,454227
500,520360
1844,520360
949,520360
339403,520360
429203,520360
63,61791
76341,61791
604,61791
605,61791
369972,381284
487558,381284
50014,381284
424,381284
568,381284
281957,168259
345887,168259
156022,168259
10483,168259
395834,168259
460019,455980
445571,455980
390043,455980
489931,455980
254470,455980
9654,242582
218,242582
449443,242582
396371,242582
64690,242582
15069,500919
984,500919
807,500919
75780,500919
357096,500919
675,1124
291805,1124
75656,1124
44214,1124
674,1124
281957,438145
11121,438145
504,438145
345887,438145
101,438145
74997,464502
281957,464502
458594,464502
357096,464502
10781,464502
424,16869
857,16869
369885,16869
637,16869
2503,16869
359940,458737
458594,458737
324786,458737
9552,458737
10882,150689
809,150689
2312,150689
5393,150689
11224,150689
101299,281338
131631,281338
336843,281338
262500,281338
262504,281338
36647,49017
228150,49017
400155,49017
36648,49017
792,49017
57165,53182
18823,53182
37958,53182
188207,53182
10323,53182
12437,346672
24,346672
8966,346672
277,346672
24021,346672
13,451925
38,451925
449176,451925
261470,451925
398818,451925
120,273248
253412,273248
9350,273248
44115,273248
81390,273248
449176,398818
26371,398818
424694,398818
84892,398818
376867,398818
345887,273481
979,273481
4771,273481
479,273481
562,273481
440298,399055
381284,399055
150689,399055
9738,399055
36647,399055
449176,419743
184352,419743
377154,419743
126331,419743
382475,419743
4771,395990
64689,395990
562,395990
395841,395990
1572,395990
600,359940
281957,359940
398181,359940
345887,359940
238,500852
240,500852
769,500852
1422,500852
169917,500852
12689,216015
8966,216015
466282,216015
9813,216015
43923,216015
336843,474354
8055,474354
1645,474354
390051,474354
13655,474354
340613,340674
4347,340674
34584,340674
340666,340674
51828,340674
13188,17979
8871,17979
1585,17979
13377,17979
10147,17979
505262,372058
8392,372058
14069,372058
4011,372058
270303,372058
201088,315837
1571,315837
782,315837
603,315837
605,315837
15021,414191
15206,414191
519247,414191
1970,414191
10331,414191
449176,472451
26280,472451
26933,472451
376867,472451
377154,472451
769,339103
261023,339103
396371,339103
156022,339103
28110,339103
376867,449176
511785,449176
152584,449176
184352,449176
37645,1422
357096,1422
1266,1422
96,1422
4771,1422
4771,500475
8012,500475
38842,500475
398181,500475
17494,500475
424,324786
769,324786
205596,324786
281957,324786
24021,18239
36648,18239
50619,18239
49017,18239
50620,18239
357096,483184
458594,483184
281957,483184
345887,483184
1696,483184
4176,392044
75780,392044
60670,392044
281957,392044
372343,392044
9502,278927
9325,278927
116149,278927
34584,278927
438590,264660
62,264660
2048,264660
198184,264660
157336,264660
11224,1417
10882,1417
426543,1417
566810,1417
808,1417
357096,395841
75780,395841
4771,395841
281957,395841
392044,395841
9443,312221
22881,312221
10158,312221
60308,312221
58595,62764
408,62764
290595,62764
60304,62764
32593,62764
13,440298
24420,440298
235,440298
1628,440298
1643,440298
157353,569547
62,569547
78,569547
335984,569547
264660,569547
198663,401905
101299,401905
157350,401905
2048,401905
294254,401905
19957,274857
6520,274857
18937,274857
762,274857
11527,274857
9837,147441
381284,147441
487558,147441
414425,147441
16366,147441
324542,154400
769,154400
156022,154400
241554,154400
64689,154400
378064,476292
370663,476292
297762,476292
273153,476292
52371,476292
424,334543
769,334543
467952,334543
11859,293768
984,293768
9737,293768
1571,293768
500664,293768
11001,486947
6933,486947
1256,486947
21240,486947
893,486947
474395,470894
44912,470894
272,470894
1924,470894
155,470894
423,14574
424,14574
369885,14574
289,14574
637,14574
149465,121046
147371,121046
149468,121046
149467,121046
274857,121046
10818,513340
370663,513340
258480,513340
273153,513340
437557,513340
281957,429351
423899,429351
193756,429351
8966,429351
449176,429351
10734,448776
769,448776
107846,448776
424,448776
278,448776
433,400579
2758,400579
425,400579
111,400579
82702,400579
309242,265208
32044,265208
8065,265208
524,265208
396371,265208
640,396371
1645,396371
346685,396371
242,396371
389015,396371
341006,64690
769,64690
1991,64690
294963,64690
562,64690
290595,58595
408,58595
385448,58595
10882,58595
411,58595
198663,220882
157350,220882
78,220882
336843,220882
294254,220882
66534,532869
366696,532869
349190,532869
512391,532869
514281,532869
396371,417261
395990,417261
307081,417261
489999,417261
157336,417261
273153,391713
398818,391713
426613,391713
9813,391713
84892,391713
9339,400617
399057,400617
1367,400617
28468,400617
340027,400617
10693,652
57165,652
11527,652
18823,652
188207,652
50619,24021
36648,24021
50620,24021
433627,468362
691,468362
564,468362
85,468362
18,468362
11224,196867
407655,196867
224141,196867
150689,196867
9325,196867
75656,429203
339403,429203
359412,429203
449443,429203
10229,222935
9880,222935
449176,222935
308369,222935
90369,222935
371645,491418
331588,491418
9364,491418
36536,491418
332045,491418
396371,460071
332283,460071
424,460071
769,460071
640,460071
621,462919
224141,462919
429417,462919
557648,462919
2976,462919
65754,37799
201088,37799
15472,37799
446807,37799
24253,37799
22705,341174
84892,341174
336843,341174
101299,341174
8966,341174
449176,467952
424,467952
424694,467952
84892,467952
604,152601
605,152601
335984,152601
500664,152601
38,152601
539,120467
340613,120467
311,120467
843,120467
97630,120467
75656,489931
269795,489931
5143,489931
37797,489931
912,489931
4836,6977
101,6977
156022,6977
189,6977
59967,6977
2501,2502
562,2502
2503,2502
769,2502
1571,2502
155,561
272,561
209112,561
297762,561
297802,561
578,332567
135397,332567
345940,332567
75174,332567
579,332567
260514,335797
9598,335797
258509,335797
9836,335797
24662,335797
37645,146233
345887,146233
357096,146233
984,146233
4771,146233
487558,454652
340613,454652
401847,454652
443009,454652
451915,454652
1903,38
261470,38
521,38
77,38
19913,38
1366,11036
1246,11036
688,11036
1494,11036
7555,11036
769,381283
500919,381283
475210,381283
473149,381283
238636,381283
424,393624
769,393624
640,393624
487558,393624
324786,393624
34494,261470
276,261470
24420,261470
